Verein_nr;Spieler Name;player_nr;Datum;old_club_name;old_club_nr;old_club_country;new_club_name;new_club_nr;new_club_country;MW;Ablöse
;;261935;01.07.2009;fc lankowitz jugend;48125;Austria;teamsportakademie kapfenberg;15846;Austria;-;ablösefrei
;;333450;02.09.2023;fc augsburg;167;Germany;fc st gallen 1879;257;Switzerland;650 Tsd €;?
;;333450;30.06.2023;nk varazdin;599;Croatia;fc augsburg;167;Germany;650 Tsd €;Leih Ende
;;333450;01.07.2022;fc augsburg;167;Germany;nk varazdin;599;Croatia;300 Tsd €;Leihgebühr:100 Tsd €
;;333450;30.06.2022;sv wehen wiesbaden;108;Germany;fc augsburg;167;Germany;300 Tsd €;Leih Ende
;;333450;13.07.2021;fc augsburg;167;Germany;sv wehen wiesbaden;108;Germany;500 Tsd €;Leihe
;;333450;30.06.2021;fsv zwickau;275;Germany;fc augsburg;167;Germany;500 Tsd €;Leih Ende
;;333450;22.08.2020;fc augsburg;167;Germany;fsv zwickau;275;Germany;200 Tsd €;Leihe
;;333450;11.07.2018;fc augsburg u19;4780;Germany;fc augsburg;167;Germany;-;-
;;333450;01.07.2016;fc augsburg u17;29176;Germany;fc augsburg u19;4780;Germany;-;-
;;333450;01.07.2014;schwaben augsburg jugend;73024;Germany;fc augsburg u17;29176;Germany;-;ablösefrei
;;543379;01.07.2023;ujpest fc;708;Hungary;fc st gallen 1879;257;Switzerland;325 Tsd €;?
;;543379;12.07.2021;young reds;59639;Belgium;ujpest fc;708;Hungary;100 Tsd €;ablösefrei
;;543379;30.06.2020;ksc lokeren 2020 ;498;Belgium;young reds;59639;Belgium;100 Tsd €;Leih Ende
;;543379;09.08.2019;young reds;59639;Belgium;ksc lokeren 2020 ;498;Belgium;100 Tsd €;Leihe
;;543379;20.08.2018;djoliba ac bamako;1955;Mali;young reds;59639;Belgium;-;?
;;639580;30.06.2024;fc st gallen 1879;257;Switzerland;fc bayern munchen ii;28;Germany;200 Tsd €;Leih Ende
;;639580;01.07.2023;fc bayern munchen ii;28;Germany;fc st gallen 1879;257;Switzerland;500 Tsd €;Leihe
;;639580;01.01.2022;fc bayern munchen u19;1462;Germany;fc bayern munchen ii;28;Germany;300 Tsd €;-
;;639580;01.07.2021;fc bayern munchen u17;21058;Germany;fc bayern munchen u19;1462;Germany;-;-
;;639580;01.07.2019;fc bayern munchen u16;23112;Germany;fc bayern munchen u17;21058;Germany;-;-
;;639580;01.01.2019;fc bayern munchen jugend;18936;Germany;fc bayern munchen u16;23112;Germany;-;-
;;639580;01.07.2018;vfb stuttgart jugend;19210;Germany;fc bayern munchen jugend;18936;Germany;-;?
;;477681;31.12.2022;kuopion palloseura;6251;Finland;fc st gallen 1879;257;Switzerland;150 Tsd €;Leih Ende
;;477681;31.07.2022;fc st gallen 1879;257;Switzerland;kuopion palloseura;6251;Finland;200 Tsd €;Leihe
;;477681;01.07.2019;west african football academy;46484;Ghana;fc st gallen 1879;257;Switzerland;500 Tsd €;?
;;477681;30.06.2019;fc st gallen 1879;257;Switzerland;west african football academy;46484;Ghana;500 Tsd €;Leih Ende
;;477681;30.08.2018;west african football academy;46484;Ghana;fc st gallen 1879;257;Switzerland;75 Tsd €;Leihe
;;477681;01.12.2016;new edubiase united;35141;Ghana;west african football academy;46484;Ghana;-;?
;;449597;01.07.2021;fc lausanne sport;527;Switzerland;fc st gallen 1879;257;Switzerland;200 Tsd €;?
;;449597;01.07.2019;fc lausanne sport ii;15446;Switzerland;fc lausanne sport;527;Switzerland;175 Tsd €;-
;;449597;01.01.2017;fc lausanne sport u18;27999;Switzerland;fc lausanne sport ii;15446;Switzerland;-;-
;;284035;22.07.2023;sv sandhausen;254;Germany;fc st gallen 1879;257;Switzerland;1,00 Mio €;ablösefrei
;;284035;01.07.2021;sc freiburg;60;Germany;sv sandhausen;254;Germany;700 Tsd €;100 Tsd €
;;284035;30.06.2021;sc paderborn 07;127;Germany;sc freiburg;60;Germany;700 Tsd €;Leih Ende
;;284035;28.07.2020;sc freiburg;60;Germany;sc paderborn 07;127;Germany;1,00 Mio €;Leihe
;;284035;30.06.2020;ssv jahn regensburg;109;Germany;sc freiburg;60;Germany;800 Tsd €;Leih Ende
;;284035;01.07.2019;sc freiburg;60;Germany;ssv jahn regensburg;109;Germany;200 Tsd €;Leihe
;;284035;14.08.2018;sc freiburg ii;245;Germany;sc freiburg;60;Germany;125 Tsd €;-
;;284035;01.07.2017;fc augsburg ii;5379;Germany;sc freiburg ii;245;Germany;50 Tsd €;ablösefrei
;;284035;01.07.2016;fc augsburg u19;4780;Germany;fc augsburg ii;5379;Germany;-;-
;;284035;01.01.2015;fc bayern munchen u19;1462;Germany;fc augsburg u19;4780;Germany;-;ablösefrei
;;284035;01.07.2014;fc bayern munchen u17;21058;Germany;fc bayern munchen u19;1462;Germany;-;-
;;284035;01.07.2013;fc bayern munchen u16;23112;Germany;fc bayern munchen u17;21058;Germany;-;-
;;284035;01.07.2012;fc bayern munchen jugend;18936;Germany;fc bayern munchen u16;23112;Germany;-;-
;;284035;01.07.2004;tsv grunwald jugend;60253;Germany;fc bayern munchen jugend;18936;Germany;-;ablösefrei
;;582353;30.06.2024;fc st gallen 1879;257;Switzerland;inter mailand;46;Italy;3,00 Mio €;Leih Ende
;;582353;03.07.2023;inter mailand;46;Italy;fc st gallen 1879;257;Switzerland;800 Tsd €;Leihe
;;582353;01.07.2022;inter mailand u19;5380;Italy;inter mailand;46;Italy;350 Tsd €;-
;;582353;01.01.2021;inter mailand u18;75868;Italy;inter mailand u19;5380;Italy;-;-
;;582353;01.09.2020;inter mailand u17;48967;Italy;inter mailand u18;75868;Italy;-;-
;;582353;01.07.2019;inter mailand jugend;24432;Italy;inter mailand u17;48967;Italy;-;-
;;582353;01.07.2017;brescia calcio jugend;29345;Italy;inter mailand jugend;24432;Italy;-;?
;;410617;01.07.2021;fc st gallen 1879 u21;9178;Switzerland;fc st gallen 1879;257;Switzerland;25 Tsd €;-
;;410617;30.06.2020;sc bruhl sg;13544;Switzerland;fc st gallen 1879 u21;9178;Switzerland;25 Tsd €;Leih Ende
;;410617;01.07.2019;fc st gallen 1879 u21;9178;Switzerland;sc bruhl sg;13544;Switzerland;25 Tsd €;Leihe
;;410617;30.06.2019;fc winterthur;242;Switzerland;fc st gallen 1879 u21;9178;Switzerland;25 Tsd €;Leih Ende
;;410617;29.01.2019;fc st gallen 1879 u21;9178;Switzerland;fc winterthur;242;Switzerland;25 Tsd €;Leihe
;;410617;01.07.2017;fco st gallen wil u18;9248;Switzerland;fc st gallen 1879 u21;9178;Switzerland;-;-
;;410617;01.07.2015;fc st gallen 1879 jugend;42251;Switzerland;fco st gallen wil u18;9248;Switzerland;-;-
;;166679;22.01.2022;fc basel 1893;26;Switzerland;fc st gallen 1879;257;Switzerland;1,50 Mio €;?
;;166679;01.07.2021;fc st gallen 1879;257;Switzerland;fc basel 1893;26;Switzerland;2,00 Mio €;ablösefrei
;;166679;01.07.2018;puerto rico fc;49282;United States;fc st gallen 1879;257;Switzerland;400 Tsd €;ablösefrei
;;166679;09.02.2017;;515;;puerto rico fc;49282;United States;400 Tsd €;-
;;166679;23.06.2016;sporting kansas city;4284;United States;;515;;400 Tsd €;-
;;166679;06.08.2015;ac ajaccio;1147;France;sporting kansas city;4284;United States;400 Tsd €;ablösefrei
;;166679;24.07.2014;fc barcelona atletic;2464;Spain;ac ajaccio;1147;France;-;ablösefrei
;;166679;30.06.2014;ce lhospitalet;9477;Spain;fc barcelona atletic;2464;Spain;-;Leih Ende
;;166679;26.08.2013;fc barcelona atletic;2464;Spain;ce lhospitalet;9477;Spain;-;Leihe
;;166679;30.06.2013;fc badalona;6638;Spain;fc barcelona atletic;2464;Spain;-;Leih Ende
;;166679;08.01.2013;fc barcelona atletic;2464;Spain;fc badalona;6638;Spain;200 Tsd €;Leihe
;;166679;01.07.2012;fc barcelona u19;2470;Spain;fc barcelona atletic;2464;Spain;-;-
;;166679;01.07.2011;fc barcelona u18;39813;Spain;fc barcelona u19;2470;Spain;-;-
;;166679;01.07.2009;ue lleida u19 2011 ;21264;Spain;fc barcelona u16;14321;Spain;-;ablösefrei
;;410636;01.07.2023;fc st pauli;35;Germany;fc st gallen 1879;257;Switzerland;700 Tsd €;450 Tsd €
;;410636;15.07.2022;fc st gallen 1879;257;Switzerland;fc st pauli;35;Germany;1,50 Mio €;450 Tsd €
;;410636;01.07.2019;fc st gallen 1879 u21;9178;Switzerland;fc st gallen 1879;257;Switzerland;-;-
;;410636;01.07.2017;fco st gallen wil u18;9248;Switzerland;fc st gallen 1879 u21;9178;Switzerland;-;-
;;410636;01.07.2016;fc st gallen 1879 jugend;42251;Switzerland;fco st gallen wil u18;9248;Switzerland;-;-
;;948736;01.07.2023;fco st gallen wil u18;9248;Switzerland;fc st gallen 1879 u21;9178;Switzerland;75 Tsd €;-
;;948736;01.07.2022;fc st gallen 1879 jugend;42251;Switzerland;fco st gallen wil u18;9248;Switzerland;-;-
;;390179;07.09.2023;krc genk;1184;Belgium;fc st gallen 1879;257;Switzerland;1,00 Mio €;ablösefrei
;;390179;31.01.2023;fc pacos de ferreira;2995;Portugal;krc genk;1184;Belgium;1,60 Mio €;Leih Ende
;;390179;31.08.2022;krc genk;1184;Belgium;fc pacos de ferreira;2995;Portugal;1,80 Mio €;Leihe
;;390179;30.06.2022;fc st gallen 1879;257;Switzerland;krc genk;1184;Belgium;1,80 Mio €;Leih Ende
;;390179;28.01.2022;krc genk;1184;Belgium;fc st gallen 1879;257;Switzerland;2,20 Mio €;Leihe
;;390179;11.09.2020;fc sion;321;Switzerland;krc genk;1184;Belgium;2,30 Mio €;3,70 Mio €
;;390179;28.02.2017;fc sion u21;8508;Switzerland;fc sion;321;Switzerland;-;-
;;390179;01.07.2016;fc sion u18;14211;Switzerland;fc sion u21;8508;Switzerland;-;-
;;390179;01.07.2015;fc sion jugend;42250;Switzerland;fc sion u18;14211;Switzerland;-;-
;;499330;01.07.2023;fc luzern u21;5494;Switzerland;fc st gallen 1879;257;Switzerland;300 Tsd €;?
;;499330;03.08.2022;fc basel 1893 u21;5299;Switzerland;fc luzern u21;5494;Switzerland;100 Tsd €;ablösefrei
;;499330;16.01.2020;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;499330;01.07.2018;fc basel 1893 u16;32336;Switzerland;fc basel 1893 u18;14322;Switzerland;-;-
;;499330;01.07.2017;fc basel 1893 u15;59474;Switzerland;fc basel 1893 u16;32336;Switzerland;-;-
;;179638;08.07.2019;fc utrecht;200;Belgium;fc st gallen 1879;257;Switzerland;500 Tsd €;450 Tsd €
;;179638;02.08.2017;1 fc kaiserslautern;2;Germany;fc utrecht;200;Belgium;550 Tsd €;?
;;179638;01.07.2015;fc bayern munchen ii;28;Germany;1 fc kaiserslautern;2;Germany;150 Tsd €;50 Tsd €
;;179638;01.07.2014;fc eintracht bamberg;1694;Germany;fc bayern munchen ii;28;Germany;50 Tsd €;ablösefrei
;;179638;01.07.2012;1 fc nurnberg u19;2613;Germany;fc eintracht bamberg;1694;Germany;-;ablösefrei
;;179638;01.07.2011;1 fc nurnberg u17;21049;Germany;1 fc nurnberg u19;2613;Germany;-;-
;;179638;01.07.2010;fc eintracht bamberg u17;31716;Germany;1 fc nurnberg u17;21049;Germany;-;ablösefrei
;;179638;01.07.2009;fc eintracht bamberg jugend;48820;Germany;fc eintracht bamberg u17;31716;Germany;-;-
;;179638;01.07.2007;spvgg greuther furth jugend;20465;Germany;fc eintracht bamberg jugend;48820;Germany;-;ablösefrei
;;179638;01.07.2005;sc kemmern jugend;48819;Germany;spvgg greuther furth jugend;20465;Germany;-;ablösefrei
;;507490;01.07.2021;fc st gallen 1879 u21;9178;Switzerland;fc st gallen 1879;257;Switzerland;-;-
;;507490;01.07.2018;fco st gallen wil u18;9248;Switzerland;fc st gallen 1879 u21;9178;Switzerland;-;-
;;507490;01.07.2017;fco st gallen wil u16;59616;Switzerland;fco st gallen wil u18;9248;Switzerland;-;-
;;336857;14.02.2024;al fayha fc;50531;Saudi Arabia;fc st gallen 1879;257;Switzerland;500 Tsd €;ablösefrei
;;336857;02.08.2022;fc st gallen 1879;257;Switzerland;al fayha fc;50531;Saudi Arabia;1,00 Mio €;727 Tsd €
;;336857;01.01.2019;sd formentera;44129;Spain;fc st gallen 1879;257;Switzerland;-;ablösefrei
;;336857;19.07.2018;yeclano deportivo;21337;Spain;sd formentera;44129;Spain;-;ablösefrei
;;336857;01.07.2017;ud alzira;16775;Spain;yeclano deportivo;21337;Spain;-;ablösefrei
;;336857;18.08.2016;fc valencia mestalla;6182;Spain;ud alzira;16775;Spain;-;ablösefrei
;;336857;13.07.2015;olimpic xativa;26007;Spain;fc valencia mestalla;6182;Spain;-;ablösefrei
;;336857;01.07.2014;cd utiel;41897;Spain;olimpic xativa;26007;Spain;-;ablösefrei
;;183447;03.08.2022;fc thun;938;Switzerland;fc st gallen 1879;257;Switzerland;200 Tsd €;ablösefrei
;;183447;01.07.2018;fc sion;321;Switzerland;fc thun;938;Switzerland;800 Tsd €;?
;;183447;30.06.2018;fc thun;938;Switzerland;fc sion;321;Switzerland;800 Tsd €;Leih Ende
;;183447;11.01.2018;fc sion;321;Switzerland;fc thun;938;Switzerland;1,00 Mio €;Leihe
;;183447;01.07.2015;fc sion u21;8508;Switzerland;fc sion;321;Switzerland;150 Tsd €;-
;;183447;01.07.2013;fc sion u18;14211;Switzerland;fc sion u21;8508;Switzerland;-;-
;;376675;05.07.2023;melbourne city fc;25580;Australia;fc st gallen 1879;257;Switzerland;500 Tsd €;ablösefrei
;;376675;01.07.2022;rkc waalwijk;235;Netherlands;melbourne city fc;25580;Australia;350 Tsd €;ablösefrei
;;376675;20.01.2020;go ahead eagles deventer;1435;Netherlands;rkc waalwijk;235;Netherlands;400 Tsd €;100 Tsd €
;;376675;01.07.2018;top oss;1228;Netherlands;go ahead eagles deventer;1435;Netherlands;250 Tsd €;ablösefrei
;;376675;01.07.2015;sv oss 20;26488;Netherlands;top oss;1228;Netherlands;25 Tsd €;ablösefrei
;;376675;01.07.2013;rkvv deso oss;37678;Netherlands;sv oss 20;26488;Netherlands;-;ablösefrei
;;376675;01.07.2010;vv berghem sport;46237;Netherlands;rkvv deso oss;37678;Netherlands;-;ablösefrei
;;376675;01.07.2009;top oss u19;24371;Netherlands;vv berghem sport;46237;Netherlands;-;ablösefrei
;;507496;02.09.2023;bsc young boys;452;Switzerland;fc st gallen 1879;257;Switzerland;2,50 Mio €;?
;;507496;30.06.2023;sc cambuur leeuwarden;133;Netherlands;bsc young boys;452;Switzerland;2,50 Mio €;Leih Ende
;;507496;31.08.2022;bsc young boys;452;Switzerland;sc cambuur leeuwarden;133;Netherlands;4,00 Mio €;Leihe
;;507496;01.07.2019;bsc young boys u21;5508;Switzerland;bsc young boys;452;Switzerland;450 Tsd €;-
;;507496;01.01.2018;bsc young boys u18;14438;Switzerland;bsc young boys u21;5508;Switzerland;-;-
;;507496;01.07.2017;bsc young boys u16;32282;Switzerland;bsc young boys u18;14438;Switzerland;-;-
;;500762;03.01.2022;fc basel 1893;26;Switzerland;fc st gallen 1879;257;Switzerland;500 Tsd €;?
;;500762;02.01.2022;vitesse arnheim;499;Netherlands;fc basel 1893;26;Switzerland;500 Tsd €;Leih Ende
;;500762;01.07.2021;fc basel 1893;26;Switzerland;vitesse arnheim;499;Netherlands;500 Tsd €;Leihe
;;500762;03.08.2020;fc wil 1900;850;Switzerland;fc basel 1893;26;Switzerland;500 Tsd €;Leih Ende
;;500762;07.02.2020;fc basel 1893;26;Switzerland;fc wil 1900;850;Switzerland;600 Tsd €;Leihe
;;500762;09.07.2018;grasshopper club zurich u18;14543;Switzerland;fc basel 1893;26;Switzerland;-;1,30 Mio €
;;500762;01.07.2017;grasshopper club zurich u16;32339;Switzerland;grasshopper club zurich u18;14543;Switzerland;-;-
;;500762;01.07.2016;fc st gallen 1879 u15;70628;Switzerland;grasshopper club zurich u16;32339;Switzerland;-;-
;;247459;03.07.2022;amiens sc;1416;France;fc st gallen 1879;257;Switzerland;1,00 Mio €;?
;;247459;30.06.2021;sc paderborn 07;127;Germany;amiens sc;1416;France;800 Tsd €;Leih Ende
;;247459;01.02.2021;amiens sc;1416;France;sc paderborn 07;127;Germany;1,50 Mio €;Leihe
;;247459;01.07.2020;vfb stuttgart;79;Germany;amiens sc;1416;France;1,60 Mio €;3,50 Mio €
;;247459;30.06.2020;amiens sc;1416;France;vfb stuttgart;79;Germany;1,60 Mio €;Leih Ende
;;247459;30.07.2019;vfb stuttgart;79;Germany;amiens sc;1416;France;2,00 Mio €;Leihgebühr:500 Tsd €
;;247459;09.07.2017;fc sion;321;Switzerland;vfb stuttgart;79;Germany;2,50 Mio €;6,00 Mio €
;;247459;30.06.2016;neuchatel xamax fcs;625;Switzerland;fc sion;321;Switzerland;250 Tsd €;Leih Ende
;;247459;02.02.2016;fc sion;321;Switzerland;neuchatel xamax fcs;625;Switzerland;250 Tsd €;Leihe
;;247459;01.07.2014;fc sion u21;8508;Switzerland;fc sion;321;Switzerland;-;-
;;247459;01.07.2013;fc sion u18;14211;Switzerland;fc sion u21;8508;Switzerland;-;-
;;247459;01.03.2012;fc bex;5490;Switzerland;fc sion u18;14211;Switzerland;-;?
;;684604;28.03.2023;fc basel 1893 u21;5299;Switzerland;fc st gallen 1879 u21;9178;Switzerland;100 Tsd €;?
;;684604;01.07.2021;fc basel 1893 u18;14322;Switzerland;fc basel 1893 u21;5299;Switzerland;-;-
;;684604;01.07.2020;fc basel 1893 u17;32337;Switzerland;fc basel 1893 u18;14322;Switzerland;-;-
;;684604;01.07.2019;fc solothurn jugend;14396;Switzerland;fc basel 1893 u17;32337;Switzerland;-;ablösefrei
;;463620;23.01.2023;as monaco;162;Monaco;fc st gallen 1879;257;Switzerland;2,50 Mio €;ablösefrei
;;463620;30.06.2022;fc nantes;995;France;as monaco;162;Monaco;4,00 Mio €;Leih Ende
;;463620;31.08.2021;as monaco;162;Monaco;fc nantes;995;France;6,00 Mio €;Leihe
;;463620;01.07.2018;olympique lyon;1041;France;as monaco;162;Monaco;6,00 Mio €;20,00 Mio €
;;463620;01.07.2017;olympique lyon u19;7813;France;olympique lyon;1041;France;-;-
;;606389;01.07.2023;fc arsenal u21;9249;England;fc st gallen 1879;257;Switzerland;300 Tsd €;?
;;606389;30.06.2023;fc den bosch;404;Netherlands;fc arsenal u21;9249;England;300 Tsd €;Leih Ende
;;606389;31.01.2022;fc arsenal u21;9249;England;fc den bosch;404;Netherlands;300 Tsd €;Leihe
;;606389;03.01.2022;fc viktoria koln;1622;Germany;fc arsenal u21;9249;England;300 Tsd €;Leih Ende
;;606389;26.07.2021;fc arsenal u21;9249;England;fc viktoria koln;1622;Germany;-;Leihe
;;606389;05.10.2020;malmo ff u19;7917;Sweden;fc arsenal u21;9249;England;-;500 Tsd €
;;606389;01.01.2020;fc bologna u19;14848;Italy;malmo ff u19;7917;Sweden;-;5 Tsd €
;;606389;01.07.2019;fc bologna u17;49759;Italy;fc bologna u19;14848;Italy;-;-
;;606389;14.08.2018;malmo ff u17;40593;Sweden;fc bologna u17;49759;Italy;-;?
;;276998;01.07.2021;fc blau weiss linz;2157;Austria;fc st gallen 1879;257;Switzerland;700 Tsd €;ablösefrei
;;276998;01.07.2019;tsv hartberg;4467;Austria;fc blau weiss linz;2157;Austria;200 Tsd €;ablösefrei
;;276998;31.08.2018;sk sturm graz;122;Austria;tsv hartberg;4467;Austria;200 Tsd €;?
;;276998;01.07.2017;sv ried;266;Austria;sk sturm graz;122;Austria;100 Tsd €;ablösefrei
;;276998;01.07.2015;vst volkermarkt;4483;Austria;sv ried;266;Austria;-;?
;;276998;01.07.2010;aka wolfsberger ac u16;42822;Austria;vst volkermarkt;4483;Austria;-;ablösefrei
;;276998;01.01.2009;aka wolfsberger ac u15;42821;Austria;aka wolfsberger ac u16;42822;Austria;-;-
;;276998;04.08.2008;vst volkermarkt jugend;30911;Austria;aka wolfsberger ac u15;42821;Austria;-;ablösefrei
;;943795;30.06.2024;fc st gallen 1879;257;Switzerland;vfb stuttgart;79;Germany;500 Tsd €;Leih Ende
;;943795;13.02.2024;vfb stuttgart;79;Germany;fc st gallen 1879;257;Switzerland;500 Tsd €;Leihe
;;943795;01.07.2023;fk vojvodina novi sad;448;Serbia;vfb stuttgart;79;Germany;500 Tsd €;1,20 Mio €
;;943795;01.07.2022;fk vojvodina novi sad u19;50306;Serbia;fk vojvodina novi sad;448;Serbia;-;-
;;943795;01.01.2022;fk vojvodina novi sad u17;71671;Serbia;fk vojvodina novi sad u19;50306;Serbia;-;-
;;165532;01.04.2015;fc wil 1900;850;Switzerland;fc zurich;260;Switzerland;350 Tsd €;Leih Ende
;;165532;01.07.2014;fc zurich;260;Switzerland;fc wil 1900;850;Switzerland;50 Tsd €;Leihe
;;165532;01.07.2011;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;-;-
;;165532;01.07.2010;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;178277;03.08.2020;fc wil 1900;850;Switzerland;fc zurich;260;Switzerland;300 Tsd €;ablösefrei
;;178277;01.02.2018;fc le mont ls;12424;Switzerland;fc wil 1900;850;Switzerland;-;?
;;178277;01.07.2016;fc schaffhausen;1277;Switzerland;fc le mont ls;12424;Switzerland;250 Tsd €;ablösefrei
;;178277;27.01.2015;sc yf juventus zurich;2395;Switzerland;fc schaffhausen;1277;Switzerland;250 Tsd €;Leih Ende
;;178277;25.07.2014;fc schaffhausen;1277;Switzerland;sc yf juventus zurich;2395;Switzerland;250 Tsd €;Leihe
;;178277;14.12.2013;;515;;fc schaffhausen;1277;Switzerland;150 Tsd €;-
;;178277;01.07.2013;fc vaduz;163;Lichtenstein;;515;;150 Tsd €;-
;;178277;24.09.2012;fc stade nyonnais;5507;Switzerland;fc vaduz;163;Lichtenstein;250 Tsd €;ablösefrei
;;178277;01.07.2011;fc lausanne sport ii;15446;Switzerland;fc stade nyonnais;5507;Switzerland;-;ablösefrei
;;203926;01.07.2023;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;25 Tsd €;-
;;203926;01.07.2020;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;203926;30.06.2019;fc dubendorf;30577;Switzerland;fc zurich u18;14537;Switzerland;-;Leih Ende
;;203926;01.01.2019;fc zurich u18;14537;Switzerland;fc dubendorf;30577;Switzerland;-;Leihe
;;203926;01.07.2018;fc zurich u16;32338;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;422051;31.08.2022;glasgow rangers;124;Scotland;fc zurich;260;Switzerland;850 Tsd €;?
;;422051;30.06.2022;hnk hajduk split;447;Croatia;glasgow rangers;124;Scotland;850 Tsd €;Leih Ende
;;422051;31.08.2021;glasgow rangers;124;Scotland;hnk hajduk split;447;Croatia;1,60 Mio €;Leihe
;;422051;01.07.2018;slaven belupo koprivnica;2362;Croatia;glasgow rangers;124;Scotland;950 Tsd €;2,28 Mio €
;;422051;08.02.2016;nk neretvanac opuzen;20249;Croatia;slaven belupo koprivnica;2362;Croatia;-;?
;;422051;10.03.2014;hnk stolac;35668;Bosnia Herzegovina;nk neretvanac opuzen;20249;Croatia;-;?
;;464190;20.03.2021;fc winterthur;242;Switzerland;fc zurich;260;Switzerland;400 Tsd €;Leih Ende
;;464190;04.09.2020;fc zurich;260;Switzerland;fc winterthur;242;Switzerland;400 Tsd €;Leihe
;;464190;03.08.2020;fc wil 1900;850;Switzerland;fc zurich;260;Switzerland;400 Tsd €;Leih Ende
;;464190;18.07.2019;fc zurich;260;Switzerland;fc wil 1900;850;Switzerland;400 Tsd €;Leihe
;;464190;01.07.2018;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;150 Tsd €;-
;;464190;01.07.2017;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;602443;30.06.2023;fc wil 1900;850;Switzerland;fc zurich;260;Switzerland;300 Tsd €;Leih Ende
;;602443;15.07.2022;fc zurich;260;Switzerland;fc wil 1900;850;Switzerland;250 Tsd €;Leihe
;;602443;03.08.2020;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;-;-
;;602443;01.07.2020;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;602443;01.07.2018;fc zurich u16;32338;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;66109;01.07.2023;fc lugano;2790;Switzerland;fc zurich;260;Switzerland;200 Tsd €;ablösefrei
;;66109;31.08.2017;chievo verona;862;Italy;fc lugano;2790;Switzerland;350 Tsd €;ablösefrei
;;66109;30.06.2017;ssc bari;332;Italy;chievo verona;862;Italy;350 Tsd €;Leih Ende
;;66109;28.07.2016;chievo verona;862;Italy;ssc bari;332;Italy;500 Tsd €;Leihe
;;66109;01.07.2016;ac carpi;4102;Italy;chievo verona;862;Italy;600 Tsd €;ablösefrei
;;66109;04.01.2016;palermo fc;458;Italy;ac carpi;4102;Italy;600 Tsd €;ablösefrei
;;66109;30.07.2013;brescia calcio;19;Italy;palermo fc;458;Italy;1,50 Mio €;1,80 Mio €
;;66109;01.08.2010;west ham united;379;England;brescia calcio;19;Italy;500 Tsd €;750 Tsd €
;;66109;01.07.2009;grasshopper club zurich;504;Switzerland;west ham united;379;England;500 Tsd €;1,20 Mio €
;;66109;01.08.2007;grasshopper club zurich u21;5502;Switzerland;grasshopper club zurich;504;Switzerland;-;-
;;66109;01.07.2007;grasshopper club zurich u18;14543;Switzerland;grasshopper club zurich u21;5502;Switzerland;-;-
;;265208;30.06.2021;sc kriens;2074;Switzerland;fc zurich;260;Switzerland;250 Tsd €;Leih Ende
;;265208;15.02.2021;fc zurich;260;Switzerland;sc kriens;2074;Switzerland;500 Tsd €;Leihe
;;265208;11.04.2017;fc zurich u21;5501;Switzerland;fc zurich;260;Switzerland;100 Tsd €;-
;;265208;30.06.2016;fc biel bienne 1896;2155;Switzerland;fc zurich u21;5501;Switzerland;100 Tsd €;Leih Ende
;;265208;06.07.2015;fc zurich u21;5501;Switzerland;fc biel bienne 1896;2155;Switzerland;-;Leihe
;;265208;01.07.2015;fc zurich u18;14537;Switzerland;fc zurich u21;5501;Switzerland;-;-
;;265208;01.07.2013;fc zurich u16;32338;Switzerland;fc zurich u18;14537;Switzerland;-;-
;;45685;09.07.2021;hamburger sv ii;389;Germany;fc zurich;260;Switzerland;200 Tsd €;ablösefrei
;;45685;30.08.2020;fc st pauli;35;Germany;hamburger sv ii;389;Germany;200 Tsd €;ablösefrei
;;45685;31.08.2015;fsv frankfurt;293;Germany;fc st pauli;35;Germany;300 Tsd €;ablösefrei
;;45685;01.07.2015;borussia dortmund ii;17;Germany;fsv frankfurt;293;Germany;300 Tsd €;ablösefrei
;;45685;01.07.2013;borussia dortmund;16;Germany;borussia dortmund ii;17;Germany;250 Tsd €;-
;;45685;30.06.2012;fc ingolstadt 04;4795;Germany;borussia dortmund;16;Germany;250 Tsd €;Leih Ende
;;45685;28.01.2012;borussia dortmund;16;Germany;fc ingolstadt 04;4795;Germany;300 Tsd €;Leihgebühr:90 Tsd €
;;45685;01.07.2009;borussia dortmund u19;1464;Germany;borussia dortmund;16;Germany;-;-
;;45685;01.07.2008;borussia dortmund u17;21055;Germany;borussia dortmund u19;1464;Germany;-;-
;;45685;01.07.2006;borussia dortmund jugend;11896;Germany;borussia dortmund u17;21055;Germany;-;-
;;649087;30.06.2024;fc zurich;260;Switzerland;sk sturm graz;122;Austria;2,00 Mio €;Leih Ende
;;649087;08.02.2024;sk sturm graz;122;Austria;fc zurich;260;Switzerland;2,00 Mio €;Leihe
